Date,Year,Month,Hour,Spot,NatMW,SolarForecastMW,WindMW,NuclearMW,GasMW,HydroMW,OtherMW
2015-01-04 23:00:00,2015,1,23,36.56,0.0,0.0,1057.0,56499.0,2435.0,6090.0,278.0
2015-01-05 00:00:00,2015,1,0,34.94,0.0,0.0,1048.0,57024.0,2451.0,5830.0,279.0
2015-01-05 01:00:00,2015,1,1,32.19,0.0,0.0,1010.0,57350.0,2456.0,5648.0,279.0
2015-01-05 02:00:00,2015,1,2,23.53,0.0,0.0,947.0,55512.0,2481.0,5398.0,279.0
2015-01-05 03:00:00,2015,1,3,22.92,0.0,0.0,821.0,54950.0,2654.0,5300.0,278.0
2015-01-05 04:00:00,2015,1,4,34.26,0.0,0.0,760.0,56141.0,3006.0,5631.0,275.0
2015-01-05 05:00:00,2015,1,5,44.28,0.0,0.0,731.0,57792.0,3912.0,6894.0,274.0
2015-01-05 06:00:00,2015,1,6,50.38,0.0,0.0,825.0,58243.0,5527.0,9201.0,275.0
2015-01-05 07:00:00,2015,1,7,53.79,64.0,0.0,848.0,58628.0,6149.0,9613.0,272.0
2015-01-05 08:00:00,2015,1,8,52.03,371.0,0.0,796.0,58680.0,6389.0,9024.0,270.0
2015-01-05 09:00:00,2015,1,9,50.6,949.0,0.0,702.0,58682.0,6509.0,8890.0,271.0
2015-01-05 10:00:00,2015,1,10,50.5,1436.0,0.0,576.0,58697.0,6248.0,9006.0,271.0
2015-01-05 11:00:00,2015,1,11,48.45,1609.0,0.0,515.0,58645.0,6447.0,8920.0,272.0
2015-01-05 12:00:00,2015,1,12,44.54,1582.0,0.0,476.0,58636.0,6204.0,8300.0,272.0
2015-01-05 13:00:00,2015,1,13,42.0,1325.0,0.0,436.0,58727.0,6130.0,8228.0,271.0
2015-01-05 14:00:00,2015,1,14,43.1,819.0,0.0,429.0,58433.0,6035.0,7494.0,271.0
2015-01-05 15:00:00,2015,1,15,46.7,278.0,0.0,469.0,58535.0,6128.0,7420.0,277.0
2015-01-05 16:00:00,2015,1,16,56.78,41.0,0.0,546.0,58676.0,6514.0,11980.0,277.0
2015-01-05 17:00:00,2015,1,17,58.84,0.0,0.0,602.0,58779.0,6588.0,13679.0,277.0
2015-01-05 18:00:00,2015,1,18,53.6,0.0,0.0,610.0,58965.0,6506.0,13451.0,274.0
2015-01-05 19:00:00,2015,1,19,46.9,0.0,0.0,598.0,58920.0,6452.0,10725.0,275.0
2015-01-05 20:00:00,2015,1,20,44.58,0.0,0.0,623.0,58842.0,5672.0,7785.0,269.0
2015-01-05 21:00:00,2015,1,21,48.7,0.0,0.0,678.0,58625.0,5030.0,8529.0,264.0
2015-01-05 22:00:00,2015,1,22,46.06,0.0,0.0,729.0,58490.0,4664.0,8771.0,266.0
2015-01-05 23:00:00,2015,1,23,45.56,0.0,0.0,736.0,58852.0,3677.0,7119.0,264.0
2015-01-06 00:00:00,2015,1,0,40.28,0.0,0.0,739.0,58876.0,3434.0,6237.0,262.0
2015-01-06 01:00:00,2015,1,1,39.2,0.0,0.0,736.0,58745.0,3296.0,6082.0,258.0
2015-01-06 02:00:00,2015,1,2,36.22,0.0,0.0,753.0,58219.0,3228.0,5786.0,260.0
2015-01-06 03:00:00,2015,1,3,34.04,0.0,0.0,754.0,57933.0,3240.0,5578.0,259.0
2015-01-06 04:00:00,2015,1,4,38.58,0.0,0.0,823.0,58713.0,3443.0,6038.0,258.0
2015-01-06 05:00:00,2015,1,5,43.32,0.0,0.0,986.0,58980.0,4485.0,7354.0,256.0
2015-01-06 06:00:00,2015,1,6,50.0,0.0,0.0,1114.0,59216.0,5876.0,10054.0,257.0
2015-01-06 07:00:00,2015,1,7,49.53,62.0,0.0,1120.0,59748.0,6537.0,10753.0,255.0
2015-01-06 08:00:00,2015,1,8,50.87,350.0,0.0,1110.0,60088.0,6570.0,11576.0,248.0
2015-01-06 09:00:00,2015,1,9,50.86,876.0,0.0,1143.0,60008.0,6540.0,11323.0,249.0
2015-01-06 10:00:00,2015,1,10,50.17,1322.0,0.0,1220.0,59890.0,6540.0,10599.0,249.0
2015-01-06 11:00:00,2015,1,11,47.97,1508.0,0.0,1248.0,59867.0,6521.0,10133.0,248.0
2015-01-06 12:00:00,2015,1,12,45.2,1489.0,0.0,1280.0,59860.0,6487.0,9005.0,245.0
2015-01-06 13:00:00,2015,1,13,41.45,1221.0,0.0,1348.0,59835.0,6393.0,8448.0,247.0
2015-01-06 14:00:00,2015,1,14,40.08,712.0,0.0,1381.0,59804.0,6351.0,8434.0,254.0
2015-01-06 15:00:00,2015,1,15,43.62,235.0,0.0,1504.0,59771.0,6267.0,8380.0,255.0
2015-01-06 16:00:00,2015,1,16,48.55,39.0,0.0,1586.0,59949.0,6505.0,10653.0,255.0
2015-01-06 17:00:00,2015,1,17,52.32,0.0,0.0,1553.0,59994.0,6523.0,13233.0,258.0
2015-01-06 18:00:00,2015,1,18,53.1,0.0,0.0,1519.0,60001.0,6532.0,13256.0,262.0
2015-01-06 19:00:00,2015,1,19,48.78,0.0,0.0,1468.0,60101.0,6286.0,10553.0,264.0
2015-01-06 20:00:00,2015,1,20,43.91,0.0,0.0,1387.0,60114.0,5753.0,7588.0,263.0
2015-01-06 21:00:00,2015,1,21,44.58,0.0,0.0,1348.0,59788.0,5497.0,7676.0,262.0
2015-01-06 22:00:00,2015,1,22,45.73,0.0,0.0,1240.0,60091.0,5445.0,7691.0,262.0
2015-01-06 23:00:00,2015,1,23,40.0,0.0,0.0,997.0,60171.0,3691.0,6570.0,263.0
2015-01-07 00:00:00,2015,1,0,36.69,0.0,0.0,818.0,59836.0,3074.0,6078.0,263.0
2015-01-07 01:00:00,2015,1,1,37.45,0.0,0.0,708.0,59448.0,3072.0,5980.0,261.0
2015-01-07 02:00:00,2015,1,2,32.08,0.0,0.0,638.0,59078.0,3089.0,5751.0,262.0
2015-01-07 03:00:00,2015,1,3,29.48,0.0,0.0,565.0,59555.0,3087.0,5570.0,266.0
2015-01-07 04:00:00,2015,1,4,34.94,0.0,0.0,528.0,59534.0,3368.0,5645.0,269.0
2015-01-07 05:00:00,2015,1,5,41.74,0.0,0.0,569.0,59977.0,4382.0,8088.0,268.0
2015-01-07 06:00:00,2015,1,6,49.17,0.0,0.0,697.0,60387.0,5920.0,11140.0,267.0
2015-01-07 07:00:00,2015,1,7,54.44,62.0,0.0,869.0,60383.0,6967.0,12637.0,265.0
2015-01-07 08:00:00,2015,1,8,50.99,350.0,0.0,1012.0,60403.0,7093.0,12150.0,262.0
2015-01-07 09:00:00,2015,1,9,50.0,890.0,0.0,1060.0,60422.0,7058.0,11465.0,263.0
2015-01-07 10:00:00,2015,1,10,51.22,1361.0,0.0,969.0,60440.0,7063.0,10981.0,262.0
2015-01-07 11:00:00,2015,1,11,50.15,1593.0,0.0,879.0,60477.0,7062.0,10556.0,263.0
2015-01-07 12:00:00,2015,1,12,51.46,1599.0,0.0,858.0,60437.0,7066.0,9488.0,261.0
2015-01-07 13:00:00,2015,1,13,50.88,1355.0,0.0,900.0,60442.0,7049.0,8595.0,263.0
2015-01-07 14:00:00,2015,1,14,48.0,862.0,0.0,973.0,60505.0,6989.0,8005.0,266.0
2015-01-07 15:00:00,2015,1,15,47.14,309.0,0.0,1117.0,60243.0,6956.0,8238.0,263.0
2015-01-07 16:00:00,2015,1,16,51.07,44.0,0.0,1416.0,60271.0,6884.0,10789.0,265.0
2015-01-07 17:00:00,2015,1,17,52.46,0.0,0.0,1890.0,60315.0,7020.0,12025.0,267.0
2015-01-07 18:00:00,2015,1,18,48.78,0.0,0.0,2233.0,60386.0,7035.0,10487.0,265.0
2015-01-07 19:00:00,2015,1,19,47.45,0.0,0.0,2523.0,60396.0,6585.0,7776.0,268.0
2015-01-07 20:00:00,2015,1,20,42.02,0.0,0.0,2790.0,60088.0,5827.0,7040.0,270.0
2015-01-07 21:00:00,2015,1,21,45.57,0.0,0.0,2955.0,59842.0,5070.0,7367.0,270.0
2015-01-07 22:00:00,2015,1,22,45.6,0.0,0.0,3302.0,59917.0,4282.0,7160.0,269.0
2015-01-07 23:00:00,2015,1,23,43.88,0.0,0.0,3402.0,60102.0,2851.0,6384.0,269.0
2015-01-08 00:00:00,2015,1,0,35.65,0.0,0.0,3473.0,59917.0,2542.0,5732.0,271.0
2015-01-08 01:00:00,2015,1,1,35.87,0.0,0.0,3490.0,59262.0,2514.0,5795.0,272.0
2015-01-08 02:00:00,2015,1,2,30.17,0.0,0.0,3685.0,58404.0,2493.0,5618.0,278.0
2015-01-08 03:00:00,2015,1,3,24.54,0.0,0.0,3848.0,58025.0,2470.0,5382.0,285.0
2015-01-08 04:00:00,2015,1,4,32.0,0.0,0.0,4102.0,58222.0,2541.0,5361.0,281.0
2015-01-08 05:00:00,2015,1,5,40.96,0.0,0.0,4307.0,60281.0,3567.0,5843.0,278.0
2015-01-08 06:00:00,2015,1,6,49.53,0.0,0.0,4597.0,60910.0,4894.0,9078.0,278.0
2015-01-08 07:00:00,2015,1,7,48.07,64.0,0.0,4863.0,61136.0,5213.0,9938.0,272.0
2015-01-08 08:00:00,2015,1,8,48.75,371.0,0.0,5172.0,61118.0,5214.0,9465.0,273.0
2015-01-08 09:00:00,2015,1,9,49.29,934.0,0.0,5422.0,61133.0,5209.0,9167.0,271.0
2015-01-08 10:00:00,2015,1,10,49.33,1352.0,0.0,5651.0,61065.0,5219.0,9029.0,271.0
2015-01-08 11:00:00,2015,1,11,48.43,1488.0,0.0,5849.0,60790.0,5231.0,8733.0,270.0
2015-01-08 12:00:00,2015,1,12,47.21,1424.0,0.0,5985.0,60513.0,5195.0,7866.0,268.0
2015-01-08 13:00:00,2015,1,13,43.47,1142.0,0.0,5873.0,60326.0,5151.0,7067.0,273.0
2015-01-08 14:00:00,2015,1,14,38.27,694.0,0.0,5190.0,60547.0,5108.0,6698.0,274.0
2015-01-08 15:00:00,2015,1,15,41.07,241.0,0.0,4529.0,60366.0,5145.0,6504.0,270.0
2015-01-08 16:00:00,2015,1,16,47.97,38.0,0.0,4231.0,60743.0,5283.0,8761.0,266.0
2015-01-08 17:00:00,2015,1,17,51.25,0.0,0.0,4020.0,60832.0,5257.0,11259.0,264.0
2015-01-08 18:00:00,2015,1,18,50.31,0.0,0.0,3860.0,60793.0,5267.0,10392.0,268.0
2015-01-08 19:00:00,2015,1,19,47.97,0.0,0.0,3800.0,60532.0,5097.0,7569.0,267.0
2015-01-08 20:00:00,2015,1,20,40.5,0.0,0.0,3675.0,60326.0,4629.0,6241.0,267.0
2015-01-08 21:00:00,2015,1,21,43.8,0.0,0.0,3730.0,60103.0,3807.0,6641.0,265.0
2015-01-08 22:00:00,2015,1,22,44.05,0.0,0.0,4067.0,59893.0,2917.0,6979.0,270.0
2015-01-08 23:00:00,2015,1,23,32.06,0.0,0.0,4479.0,59608.0,2510.0,6656.0,272.0
2015-01-09 00:00:00,2015,1,0,29.71,0.0,0.0,5019.0,59037.0,2496.0,5874.0,277.0
2015-01-09 01:00:00,2015,1,1,28.53,0.0,0.0,5199.0,58574.0,2465.0,5705.0,278.0
2015-01-09 02:00:00,2015,1,2,23.75,0.0,0.0,5363.0,56562.0,2477.0,5295.0,274.0
2015-01-09 03:00:00,2015,1,3,16.05,0.0,0.0,5803.0,55397.0,2491.0,5257.0,282.0
2015-01-09 04:00:00,2015,1,4,21.44,0.0,0.0,6117.0,56774.0,2484.0,5467.0,282.0
2015-01-09 05:00:00,2015,1,5,31.86,0.0,0.0,6371.0,58981.0,2572.0,6408.0,282.0
2015-01-09 06:00:00,2015,1,6,44.0,0.0,0.0,6406.0,60414.0,2867.0,9624.0,280.0
2015-01-09 07:00:00,2015,1,7,45.82,58.0,0.0,6305.0,60582.0,2964.0,11553.0,278.0
2015-01-09 08:00:00,2015,1,8,45.59,280.0,0.0,6277.0,60533.0,2948.0,11623.0,277.0
2015-01-09 09:00:00,2015,1,9,42.52,708.0,0.0,6195.0,60440.0,2962.0,10903.0,278.0
2015-01-09 10:00:00,2015,1,10,41.57,1080.0,0.0,6188.0,60621.0,2944.0,10924.0,279.0
2015-01-09 11:00:00,2015,1,11,41.01,1286.0,0.0,6295.0,60556.0,2852.0,10350.0,276.0
2015-01-09 12:00:00,2015,1,12,39.24,1251.0,0.0,6404.0,60424.0,2653.0,8740.0,276.0
2015-01-09 13:00:00,2015,1,13,36.29,1033.0,0.0,6337.0,60322.0,2593.0,7338.0,276.0
2015-01-09 14:00:00,2015,1,14,29.47,637.0,0.0,6403.0,59831.0,2544.0,6636.0,277.0
2015-01-09 15:00:00,2015,1,15,30.09,247.0,0.0,6432.0,59737.0,2529.0,6738.0,280.0
2015-01-09 16:00:00,2015,1,16,35.43,43.0,0.0,6583.0,59965.0,2594.0,7141.0,277.0
2015-01-09 17:00:00,2015,1,17,41.0,0.0,0.0,6710.0,60317.0,2554.0,9881.0,283.0
2015-01-09 18:00:00,2015,1,18,38.95,0.0,0.0,6761.0,60235.0,2564.0,9188.0,281.0
2015-01-09 19:00:00,2015,1,19,32.53,0.0,0.0,6801.0,59640.0,2580.0,6824.0,285.0
2015-01-09 20:00:00,2015,1,20,26.69,0.0,0.0,6767.0,59265.0,2561.0,5805.0,284.0
2015-01-09 21:00:00,2015,1,21,26.56,0.0,0.0,6630.0,58627.0,2568.0,5831.0,283.0
2015-01-09 22:00:00,2015,1,22,25.26,0.0,0.0,6552.0,58311.0,2526.0,5706.0,279.0
2015-01-09 23:00:00,2015,1,23,19.04,0.0,0.0,6558.0,56424.0,2395.0,5237.0,284.0
2015-01-10 00:00:00,2015,1,0,15.96,0.0,0.0,6582.0,54150.0,2238.0,4961.0,284.0
2015-01-10 01:00:00,2015,1,1,13.7,0.0,0.0,6547.0,53077.0,2251.0,4683.0,284.0
2015-01-10 02:00:00,2015,1,2,11.01,0.0,0.0,6451.0,51305.0,2263.0,4372.0,277.0
2015-01-10 03:00:00,2015,1,3,9.08,0.0,0.0,6372.0,50677.0,2286.0,4364.0,276.0
2015-01-10 04:00:00,2015,1,4,9.28,0.0,0.0,6275.0,50392.0,2276.0,4429.0,277.0
2015-01-10 05:00:00,2015,1,5,11.76,0.0,0.0,6160.0,50829.0,2306.0,4620.0,274.0
2015-01-10 06:00:00,2015,1,6,15.84,0.0,0.0,6284.0,52235.0,2295.0,4915.0,277.0
2015-01-10 07:00:00,2015,1,7,16.93,63.0,0.0,6347.0,54008.0,2262.0,5000.0,279.0
2015-01-10 08:00:00,2015,1,8,18.11,328.0,0.0,6249.0,55010.0,2293.0,5428.0,286.0
2015-01-10 09:00:00,2015,1,9,19.19,765.0,0.0,6291.0,55762.0,2299.0,5414.0,287.0
2015-01-10 10:00:00,2015,1,10,19.25,1079.0,0.0,6322.0,55993.0,2266.0,5452.0,284.0
2015-01-10 11:00:00,2015,1,11,20.47,1279.0,0.0,6408.0,56099.0,2224.0,6112.0,285.0
2015-01-10 12:00:00,2015,1,12,18.21,1257.0,0.0,6451.0,55013.0,2196.0,5388.0,287.0
2015-01-10 13:00:00,2015,1,13,16.21,1028.0,0.0,6336.0,54128.0,2213.0,4946.0,291.0
2015-01-10 14:00:00,2015,1,14,11.34,637.0,0.0,6171.0,53548.0,2251.0,4709.0,284.0
2015-01-10 15:00:00,2015,1,15,14.15,225.0,0.0,5819.0,54293.0,2273.0,4946.0,295.0
2015-01-10 16:00:00,2015,1,16,18.64,41.0,0.0,5596.0,55446.0,2290.0,5444.0,297.0
2015-01-10 17:00:00,2015,1,17,24.45,0.0,0.0,5287.0,57888.0,2282.0,6518.0,292.0
2015-01-10 18:00:00,2015,1,18,27.75,0.0,0.0,4793.0,58399.0,2303.0,6987.0,295.0
2015-01-10 19:00:00,2015,1,19,24.56,0.0,0.0,4140.0,57870.0,2307.0,5808.0,297.0
2015-01-10 20:00:00,2015,1,20,18.75,0.0,0.0,3725.0,57451.0,2271.0,5108.0,296.0
2015-01-10 21:00:00,2015,1,21,25.81,0.0,0.0,3467.0,57249.0,2298.0,5860.0,295.0
2015-01-10 22:00:00,2015,1,22,27.67,0.0,0.0,3126.0,56795.0,2309.0,7335.0,294.0
2015-01-10 23:00:00,2015,1,23,26.95,0.0,0.0,3111.0,55262.0,2281.0,5848.0,297.0
2015-01-11 00:00:00,2015,1,0,24.22,0.0,0.0,3203.0,54188.0,2297.0,4775.0,301.0
2015-01-11 01:00:00,2015,1,1,27.08,0.0,0.0,3419.0,52795.0,2283.0,4424.0,300.0
2015-01-11 02:00:00,2015,1,2,20.91,0.0,0.0,3431.0,50910.0,2280.0,4215.0,300.0
2015-01-11 03:00:00,2015,1,3,13.09,0.0,0.0,3538.0,50152.0,2282.0,3996.0,300.0
2015-01-11 04:00:00,2015,1,4,16.41,0.0,0.0,3973.0,49742.0,2297.0,3970.0,300.0
2015-01-11 05:00:00,2015,1,5,18.72,0.0,0.0,4305.0,50460.0,2286.0,4110.0,298.0
2015-01-11 06:00:00,2015,1,6,17.21,0.0,0.0,4689.0,50715.0,2309.0,4375.0,297.0
2015-01-11 07:00:00,2015,1,7,21.2,66.0,0.0,4720.0,52910.0,2336.0,4598.0,296.0
2015-01-11 08:00:00,2015,1,8,25.96,372.0,0.0,4636.0,55365.0,2305.0,4799.0,296.0
2015-01-11 09:00:00,2015,1,9,28.83,940.0,0.0,4445.0,56396.0,2280.0,5068.0,297.0
2015-01-11 10:00:00,2015,1,10,30.73,1517.0,0.0,4564.0,56087.0,2267.0,5551.0,297.0
2015-01-11 11:00:00,2015,1,11,31.8,1830.0,0.0,4658.0,56212.0,2224.0,5889.0,298.0
2015-01-11 12:00:00,2015,1,12,30.37,1853.0,0.0,4606.0,54610.0,2213.0,4992.0,298.0
2015-01-11 13:00:00,2015,1,13,23.39,1568.0,0.0,4433.0,53825.0,2214.0,4645.0,298.0
2015-01-11 14:00:00,2015,1,14,12.7,984.0,0.0,3958.0,52894.0,2246.0,4675.0,299.0
2015-01-11 15:00:00,2015,1,15,18.49,350.0,0.0,3706.0,52608.0,2258.0,4835.0,299.0
2015-01-11 16:00:00,2015,1,16,25.81,50.0,0.0,3894.0,55490.0,2309.0,5756.0,298.0
2015-01-11 17:00:00,2015,1,17,35.48,0.0,0.0,4332.0,56900.0,2353.0,9235.0,299.0
2015-01-11 18:00:00,2015,1,18,42.0,0.0,0.0,4622.0,57675.0,2350.0,9843.0,298.0
2015-01-11 19:00:00,2015,1,19,36.08,0.0,0.0,4747.0,57573.0,2401.0,8002.0,298.0
2015-01-11 20:00:00,2015,1,20,31.8,0.0,0.0,4849.0,57479.0,2362.0,6242.0,298.0
2015-01-11 21:00:00,2015,1,21,33.0,0.0,0.0,4823.0,57396.0,2397.0,6601.0,298.0
2015-01-11 22:00:00,2015,1,22,32.19,0.0,0.0,4771.0,57468.0,2372.0,7230.0,297.0
2015-01-11 23:00:00,2015,1,23,27.59,0.0,0.0,4858.0,57004.0,2377.0,5538.0,298.0
2015-01-12 00:00:00,2015,1,0,26.81,0.0,0.0,4893.0,57569.0,2370.0,4762.0,298.0
2015-01-12 01:00:00,2015,1,1,25.75,0.0,0.0,4962.0,57223.0,2380.0,4527.0,298.0
2015-01-12 02:00:00,2015,1,2,17.86,0.0,0.0,5105.0,55357.0,2394.0,4366.0,298.0
2015-01-12 03:00:00,2015,1,3,15.16,0.0,0.0,5253.0,54469.0,2372.0,4536.0,298.0
2015-01-12 04:00:00,2015,1,4,19.84,0.0,0.0,5313.0,55497.0,2427.0,5013.0,294.0
2015-01-12 05:00:00,2015,1,5,33.98,0.0,0.0,5367.0,58201.0,2510.0,6173.0,292.0
2015-01-12 06:00:00,2015,1,6,45.51,0.0,0.0,5495.0,59480.0,2737.0,10431.0,292.0
2015-01-12 07:00:00,2015,1,7,48.06,83.0,0.0,5602.0,59599.0,2950.0,11927.0,290.0
2015-01-12 08:00:00,2015,1,8,46.2,474.0,0.0,5587.0,59395.0,2911.0,12103.0,289.0
2015-01-12 09:00:00,2015,1,9,45.0,1175.0,0.0,5491.0,59336.0,2885.0,11200.0,289.0
2015-01-12 10:00:00,2015,1,10,45.38,1718.0,0.0,5499.0,59348.0,2988.0,10629.0,290.0
2015-01-12 11:00:00,2015,1,11,42.49,1949.0,0.0,5567.0,59423.0,3067.0,9714.0,292.0
2015-01-12 12:00:00,2015,1,12,41.53,1892.0,0.0,5508.0,59411.0,3073.0,8495.0,291.0
2015-01-12 13:00:00,2015,1,13,36.31,1592.0,0.0,5364.0,59372.0,2887.0,7608.0,292.0
2015-01-12 14:00:00,2015,1,14,32.37,1026.0,0.0,5283.0,59583.0,2825.0,6626.0,293.0
2015-01-12 15:00:00,2015,1,15,33.53,379.0,0.0,5294.0,59223.0,2808.0,7201.0,293.0
2015-01-12 16:00:00,2015,1,16,41.31,49.0,0.0,5398.0,59376.0,2857.0,8932.0,292.0
2015-01-12 17:00:00,2015,1,17,47.89,0.0,0.0,5594.0,59573.0,2892.0,12215.0,293.0
2015-01-12 18:00:00,2015,1,18,48.42,0.0,0.0,5716.0,59489.0,2896.0,11869.0,292.0
2015-01-12 19:00:00,2015,1,19,41.89,0.0,0.0,5830.0,59433.0,2854.0,8988.0,294.0
2015-01-12 20:00:00,2015,1,20,35.24,0.0,0.0,5981.0,58809.0,2707.0,6937.0,296.0
2015-01-12 21:00:00,2015,1,21,37.44,0.0,0.0,6006.0,58497.0,2628.0,7236.0,295.0
2015-01-12 22:00:00,2015,1,22,35.0,0.0,0.0,6005.0,58271.0,2623.0,7075.0,295.0
2015-01-12 23:00:00,2015,1,23,33.04,0.0,0.0,5923.0,57751.0,2458.0,6179.0,298.0
2015-01-13 00:00:00,2015,1,0,26.56,0.0,0.0,5818.0,57835.0,2271.0,5532.0,293.0
2015-01-13 01:00:00,2015,1,1,26.29,0.0,0.0,5883.0,56668.0,2256.0,5545.0,298.0
2015-01-13 02:00:00,2015,1,2,17.44,0.0,0.0,5928.0,55042.0,2257.0,5406.0,298.0
2015-01-13 03:00:00,2015,1,3,11.26,0.0,0.0,5928.0,54929.0,2245.0,5169.0,298.0
2015-01-13 04:00:00,2015,1,4,22.29,0.0,0.0,6012.0,55930.0,2239.0,5490.0,298.0
2015-01-13 05:00:00,2015,1,5,33.78,0.0,0.0,5970.0,58352.0,2337.0,6583.0,297.0
2015-01-13 06:00:00,2015,1,6,44.94,0.0,0.0,5954.0,59028.0,2701.0,9840.0,296.0
2015-01-13 07:00:00,2015,1,7,49.04,72.0,0.0,5816.0,58825.0,2826.0,11739.0,291.0
2015-01-13 08:00:00,2015,1,8,49.64,384.0,0.0,5689.0,58785.0,2821.0,12403.0,272.0
2015-01-13 09:00:00,2015,1,9,48.1,901.0,0.0,5519.0,58871.0,2807.0,11325.0,273.0
2015-01-13 10:00:00,2015,1,10,46.95,1325.0,0.0,5038.0,58804.0,2797.0,10954.0,273.0
2015-01-13 11:00:00,2015,1,11,46.04,1578.0,0.0,5136.0,58650.0,2779.0,10628.0,272.0
2015-01-13 12:00:00,2015,1,12,43.38,1570.0,0.0,5427.0,58024.0,2773.0,9605.0,276.0
2015-01-13 13:00:00,2015,1,13,36.48,1251.0,0.0,5561.0,58515.0,2770.0,8029.0,296.0
2015-01-13 14:00:00,2015,1,14,33.05,730.0,0.0,5396.0,58519.0,2757.0,7004.0,294.0
2015-01-13 15:00:00,2015,1,15,34.13,272.0,0.0,5279.0,58533.0,2761.0,6987.0,295.0
2015-01-13 16:00:00,2015,1,16,43.03,46.0,0.0,4852.0,58692.0,2785.0,9169.0,296.0
2015-01-13 17:00:00,2015,1,17,49.22,0.0,0.0,4444.0,58839.0,2794.0,11455.0,292.0
2015-01-13 18:00:00,2015,1,18,46.38,0.0,0.0,4434.0,59718.0,2837.0,10507.0,291.0
2015-01-13 19:00:00,2015,1,19,42.44,0.0,0.0,4514.0,60103.0,2742.0,8251.0,291.0
2015-01-13 20:00:00,2015,1,20,33.36,0.0,0.0,4694.0,59467.0,2512.0,6542.0,291.0
2015-01-13 21:00:00,2015,1,21,33.97,0.0,0.0,4846.0,59236.0,2386.0,6537.0,291.0
2015-01-13 22:00:00,2015,1,22,31.39,0.0,0.0,5145.0,59360.0,2394.0,6285.0,294.0
2015-01-13 23:00:00,2015,1,23,34.58,0.0,0.0,5331.0,58249.0,2191.0,5693.0,295.0
2015-01-14 00:00:00,2015,1,0,29.67,0.0,0.0,5229.0,58263.0,2174.0,5306.0,296.0
2015-01-14 01:00:00,2015,1,1,27.49,0.0,0.0,5267.0,57322.0,2175.0,5170.0,292.0
2015-01-14 02:00:00,2015,1,2,21.3,0.0,0.0,5384.0,55242.0,2179.0,4928.0,293.0
2015-01-14 03:00:00,2015,1,3,15.59,0.0,0.0,5272.0,54974.0,2175.0,5062.0,295.0
2015-01-14 04:00:00,2015,1,4,18.9,0.0,0.0,4766.0,56985.0,2187.0,5413.0,294.0
2015-01-14 05:00:00,2015,1,5,34.78,0.0,0.0,4688.0,58758.0,2401.0,6362.0,292.0
2015-01-14 06:00:00,2015,1,6,48.0,0.0,0.0,5270.0,60251.0,2977.0,8328.0,287.0
2015-01-14 07:00:00,2015,1,7,47.79,68.0,0.0,5436.0,60307.0,3230.0,9622.0,286.0
2015-01-14 08:00:00,2015,1,8,48.14,365.0,0.0,5423.0,60417.0,3275.0,9634.0,284.0
2015-01-14 09:00:00,2015,1,9,45.5,899.0,0.0,5219.0,60437.0,3280.0,9372.0,283.0
2015-01-14 10:00:00,2015,1,10,45.03,1317.0,0.0,5093.0,59555.0,3266.0,10284.0,287.0
2015-01-14 11:00:00,2015,1,11,45.5,1569.0,0.0,4978.0,58961.0,3303.0,10286.0,288.0
2015-01-14 12:00:00,2015,1,12,40.81,1643.0,0.0,5015.0,58690.0,3301.0,8607.0,286.0
2015-01-14 13:00:00,2015,1,13,42.04,1397.0,0.0,4726.0,58841.0,3190.0,7560.0,289.0
2015-01-14 14:00:00,2015,1,14,38.94,855.0,0.0,3970.0,59139.0,3173.0,7079.0,291.0
2015-01-14 15:00:00,2015,1,15,41.15,330.0,0.0,3145.0,59189.0,3301.0,8100.0,296.0
2015-01-14 16:00:00,2015,1,16,48.93,49.0,0.0,3167.0,59058.0,3329.0,12198.0,295.0
2015-01-14 17:00:00,2015,1,17,50.99,0.0,0.0,3730.0,59002.0,3313.0,12739.0,289.0
2015-01-14 18:00:00,2015,1,18,50.94,0.0,0.0,4343.0,59304.0,3309.0,11392.0,282.0
2015-01-14 19:00:00,2015,1,19,44.99,0.0,0.0,5016.0,59325.0,3126.0,8866.0,282.0
2015-01-14 20:00:00,2015,1,20,38.62,0.0,0.0,5498.0,58700.0,2606.0,6648.0,285.0
2015-01-14 21:00:00,2015,1,21,39.54,0.0,0.0,5824.0,58404.0,2447.0,6803.0,283.0
2015-01-14 22:00:00,2015,1,22,38.92,0.0,0.0,6053.0,58407.0,2463.0,6920.0,287.0
2015-01-14 23:00:00,2015,1,23,30.44,0.0,0.0,6265.0,58278.0,2258.0,5968.0,287.0
2015-01-15 00:00:00,2015,1,0,24.91,0.0,0.0,6367.0,57736.0,2292.0,5363.0,286.0
2015-01-15 01:00:00,2015,1,1,22.67,0.0,0.0,6453.0,56634.0,2332.0,5121.0,288.0
2015-01-15 02:00:00,2015,1,2,16.87,0.0,0.0,6524.0,54545.0,2315.0,5042.0,287.0
2015-01-15 03:00:00,2015,1,3,15.43,0.0,0.0,6549.0,53761.0,2330.0,5229.0,288.0
2015-01-15 04:00:00,2015,1,4,16.05,0.0,0.0,6585.0,54556.0,2311.0,5525.0,288.0
2015-01-15 05:00:00,2015,1,5,32.33,0.0,0.0,6590.0,57402.0,2301.0,6653.0,285.0
2015-01-15 06:00:00,2015,1,6,48.62,0.0,0.0,6604.0,58673.0,2461.0,10464.0,284.0
